,SMILES,smip_cand_mons,vinyl,epo,cOle,lactone,lactam,hydCOOH,aminCOOH,hindPhenol,cAnhyd,CO,HCHO,sfonediX,BzodiF,diepo,diCOOH,diol,diamin,diNCO,dicAnhyd,pridiamin,diol_b
16920,O=c1ccn(C2OC(COC(c3ccccc3)(c3ccccc3)c3ccccc3)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COC(c3ccccc3)(c3ccccc3)c3ccccc3)C(O)C2O)c(=O)[nH]1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
39580,S=C(Cc1ccccc1)SCC=Cc1ccccc1,S=C(Cc1ccccc1)SCC=Cc1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37659,C=CCS(=O)CCCCCC,C=CCS(=O)CCCCCC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19473,COC1OC(CO[Si](C)(C)C(C)(C)C)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,COC1OC(CO[Si](C)(C)C(C)(C)C)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15725,Cc1cc(F)cc(CC2CO2)c1,Cc1cc(F)cc(CC2CO2)c1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50871,CCOC(=O)C=C(C)c1ccc(Cl)c(Cl)c1,CCOC(=O)C=C(C)c1ccc(Cl)c(Cl)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26878,OCC1(C2(O)CCCC2)CCCCC1,OCC1(C2(O)CCCC2)CCCCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35898,Cc1nc(N)c(C#N)c(N)n1,Cc1nc(N)c(C#N)c(N)n1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
12353,CC(C)C(NC(=O)CCCO)C(=O)O,CC(C)C(NC(=O)CCCO)C(=O)O,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,CCc1ccc(OC)c(Br)c1Br,CCc1ccc(OC)c(Br)c1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57613,C=Cc1ccc(OCC)nc1,C=Cc1ccc(OCC)nc1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25538,CCOC(=O)c1cc(C(C)(C)C)c(O)cc1O,CCOC(=O)c1cc(C(C)(C)C)c(O)cc1O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
65590,CNC(=O)C(=O)C=Cc1cccc(OC)c1,CNC(=O)C(=O)C=Cc1cccc(OC)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28753,OCC(CO)NC1CCCCCCC1,OCC(CO)NC1CCCCCCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24276,COC(=O)c1cc(C(O)C(F)(F)F)ccc1O,COC(=O)c1cc(C(O)C(F)(F)F)ccc1O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
57939,CCOC(=O)C=C1CCN(C(=O)OCc2ccccc2)CC1,CCOC(=O)C=C1CCN(C(=O)OCc2ccccc2)CC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71754,C#CCC(C)(O)c1ccccc1Cl,C#CCC(C)(O)c1ccccc1Cl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48106,CC(=O)Nc1ccc(NC=C2C(=O)OC3(CCCCC3)OC2=O)cc1,CC(=O)Nc1ccc(NC=C2C(=O)OC3(CCCCC3)OC2=O)cc1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60126,CCOC(=O)Nc1ccc(C=CC#N)cc1,CCOC(=O)Nc1ccc(C=CC#N)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46167,C=C(C)COc1cccc(Br)c1,C=C(C)COc1cccc(Br)c1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34299,Nc1cc(F)cc(S(N)(=O)=O)c1,Nc1cc(F)cc(S(N)(=O)=O)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3334,Cc1cc(Br)c(C=CC(=O)O)cc1Br,Cc1cc(Br)c(C=CC(=O)O)cc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65339,CCN(CC)C(=O)C(=O)C=Cc1cccc(OC)c1,CCN(CC)C(=O)C(=O)C=Cc1cccc(OC)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46616,C=CCNCC(C)(C)C,C=CCNCC(C)(C)C,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6315,CN(Cc1ccc(Br)cc1)Cc1ccc(Br)cc1,CN(Cc1ccc(Br)cc1)Cc1ccc(Br)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57890,C=CC1(S(=O)(=O)c2ccc(C)cc2)CC1,C=CC1(S(=O)(=O)c2ccc(C)cc2)CC1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29641,OCC1(CO)CC=CCC1,OCC1(CO)CC=CCC1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
25418,Cc1c(O)ccc(Br)c1CO,Cc1c(O)ccc(Br)c1CO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
31971,COc1cccc(C=C2SC(=S)NC2=O)c1OC,COc1cccc(C=C2SC(=S)NC2=O)c1OC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74852,C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72196,C#Cc1cccc(C)c1C#N,C#Cc1cccc(C)c1C#N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39225,CC(C)(C)OC(=O)N1CCC(=C(F)Br)CC1,CC(C)(C)OC(=O)N1CCC(=C(F)Br)CC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10815,O=C(O)C(O)c1cc(Cl)c(Br)c(Cl)c1,O=C(O)C(O)c1cc(Cl)c(Br)c(Cl)c1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56109,CC(=O)C=Cc1cccc(F)c1F,CC(=O)C=Cc1cccc(F)c1F,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60797,CC(=CC(=O)O)COc1ccccc1,CC(=CC(=O)O)COc1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36670,C=CC(O)c1c(Br)cc(OC)cc1OC,C=CC(O)c1c(Br)cc(OC)cc1OC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61444,C=C(CCl)COc1cccc(C(=O)OCC)c1,C=C(CCl)COc1cccc(C(=O)OCC)c1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60930,CC=CCOc1ccc(C=O)cc1C(=O)OC,CC=CCOc1ccc(C=O)cc1C(=O)OC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62132,CC(C)(C)[Si](C)(C)OCCCCCCCCCCCC=CCCCCCCCO,CC(C)(C)[Si](C)(C)OCCCCCCCCCCCC=CCCCCCCCO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55303,C=CC(=O)c1cccc(N(C)C)c1,C=CC(=O)c1cccc(N(C)C)c1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47977,C=CCc1ccc(OCCCOc2ccc(C=O)cc2OC)c(OC)c1,C=CCc1ccc(OCCCOc2ccc(C=O)cc2OC)c(OC)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13426,FC(F)(F)c1ccc(Br)c(C2CO2)c1,FC(F)(F)c1ccc(Br)c(C2CO2)c1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39524,O=Cc1cccc(OC(=O)C=Cc2ccco2)c1,O=Cc1cccc(OC(=O)C=Cc2ccco2)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13957,OC(CC1CO1)c1ccc(F)cc1,OC(CC1CO1)c1ccc(F)cc1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51529,C=CCOc1ccc(F)cc1F,C=CCOc1ccc(F)cc1F,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2572,CC(C)Sc1cc(Br)cnc1Br,CC(C)Sc1cc(Br)cnc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47390,Cc1ccc(C=C2C(=O)OC(C)(C)OC2=O)cc1,Cc1ccc(C=C2C(=O)OC(C)(C)OC2=O)cc1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,FC(F)Oc1cc(OC(F)F)c(Br)cc1Br,FC(F)Oc1cc(OC(F)F)c(Br)cc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71088,CC(C)(C)OC(=O)N1CCN(CC#CC(=O)O)CC1,CC(C)(C)OC(=O)N1CCN(CC#CC(=O)O)CC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24674,C=CC(O)=NCN=C(O)C=C,C=CC(O)=NCN=C(O)C=C,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3675,Sc1c(Br)ccc(Br)c1CCl,Sc1c(Br)ccc(Br)c1CCl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39574,N#CC(=Cc1ccc(C(=O)O)cc1)C(=O)O,N#CC(=Cc1ccc(C(=O)O)cc1)C(=O)O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28791,OCC(CO)Cc1ccccc1Cl,OCC(CO)Cc1ccccc1Cl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
59904,CC(=O)C=Cc1ccccc1NC=O,CC(=O)C=Cc1ccccc1NC=O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55577,COc1ccc(C(=O)C=Cc2ccccn2)cc1,COc1ccc(C(=O)C=Cc2ccccn2)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5999,O=Cc1ccc(F)c(Br)c1Br,O=Cc1ccc(F)c(Br)c1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54416,CCOC(=O)C(=CNc1cccc(OC)c1)C(=O)OCC,CCOC(=O)C(=CNc1cccc(OC)c1)C(=O)OCC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47818,COC(C)(OC)C(=O)C=CN(C)C,COC(C)(OC)C(=O)C=CN(C)C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56847,C=CCOC(=O)Nc1cc(Br)ccc1C(=O)O,C=CCOC(=O)Nc1cc(Br)ccc1C(=O)O,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53341,C#CC=CCC,C#CC=CCC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31237,CC1(C)OCC(C2OC(=O)C3OC(C)(C)OC32)O1,CC1(C)OCC(C2OC(=O)C3OC(C)(C)OC32)O1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32555,CCOC(=O)C1CCSCN1,CCOC(=O)C1CCSCN1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8285,NC(=O)c1cc(Br)c(Br)cc1C(N)=O,NC(=O)c1cc(Br)c(Br)cc1C(N)=O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45356,O=C1C(=Cc2ccccc2Cl)CCCc2ccccc21,O=C1C(=Cc2ccccc2Cl)CCCc2ccccc21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33149,O=C1CC(C(=O)O)CS1,O=C1CC(C(=O)O)CS1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76709,O=C1CCSc2cc(Cl)ccc2N1,O=C1CCSc2cc(Cl)ccc2N1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25566,CC(=O)C(O)CCC(O)C(C)=O,CC(=O)C(O)CCC(O)C(C)=O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
71356,C#CC(CC)Oc1ccc(O)cc1,C#CC(CC)Oc1ccc(O)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45042,N#CC(=Cc1ccsc1)S(=O)(=O)c1ccccc1,N#CC(=Cc1ccsc1)S(=O)(=O)c1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53019,CCOC(=O)C=Cc1c(O)cccc1OC,CCOC(=O)C=Cc1c(O)cccc1OC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38535,N#CC(=CN)S(=O)(=O)c1ccc(Cl)cc1,N#CC(=CN)S(=O)(=O)c1ccc(Cl)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56891,C#CCCNCCCC=C,C#CCCNCCCC=C,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19917,C#CCCC1(C)COC1,C#CCCC1(C)COC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30729,C=CCN(CC=C)C(=S)Nc1ccccc1,C=CCN(CC=C)C(=S)Nc1ccccc1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9630,O=C(O)c1ccnn1CCO,O=C(O)c1ccnn1CCO,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29922,Oc1cc(O)nc(SCc2ccccc2)n1,Oc1cc(O)nc(SCc2ccccc2)n1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
12287,CN(CCC(=O)O)Cc1ccc(O)cc1,CN(CCC(=O)O)Cc1ccc(O)cc1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11634,O=C(O)C(O)c1ccc(Cl)c(Br)c1,O=C(O)C(O)c1ccc(Cl)c(Br)c1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6984,NS(=O)(=O)c1scc(Br)c1Br,NS(=O)(=O)c1scc(Br)c1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72991,CC(C)(C)C#CCS(=O)(=O)Cl,CC(C)(C)C#CCS(=O)(=O)Cl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37532,C=C1CCCCC1O,C=C1CCCCC1O,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70432,CC#CCOc1ccc(C(=O)O)cc1,CC#CCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41246,C=CCC(C)C=O,C=CCC(C)C=O,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72885,CC[Si](C#CCO)(CC)CC,CC[Si](C#CCO)(CC)CC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14667,CC(C)C1(N)COC1,CC(C)C1(N)COC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74645,Cc1ccc(C)c(C#CCC(C)O)c1,Cc1ccc(C)c(C#CCC(C)O)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49491,NNC(=O)C(=Cc1ccc(Br)cc1)Oc1ccccc1,NNC(=O)C(=Cc1ccc(Br)cc1)Oc1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54795,Cc1ccc(C=CC(=O)Nc2c(C)cccc2C)cc1,Cc1ccc(C=CC(=O)Nc2c(C)cccc2C)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52655,C=CCCCCON1C(=O)c2ccccc2C1=O,C=CCCCCON1C(=O)c2ccccc2C1=O,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32923,Cc1ccc(S(=O)(=O)N=NC2CCSCC2)cc1,Cc1ccc(S(=O)(=O)N=NC2CCSCC2)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15740,CCC1(c2ccccc2)OC1C#N,CCC1(c2ccccc2)OC1C#N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5509,Nc1c(N)c(Br)c2nsnc2c1Br,Nc1c(N)c(Br)c2nsnc2c1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
12378,Cc1cncc(C(=O)O)c1O,Cc1cncc(C(=O)O)c1O,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20129,O=C(O)C1C2CC3C(OC(=O)C31)C2Br,O=C(O)C1C2CC3C(OC(=O)C31)C2Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71288,C#CC1(Oc2ccccc2)CCCCC1,C#CC1(Oc2ccccc2)CCCCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24939,CC(C)(O)c1ccc(CO)cc1,CC(C)(O)c1ccc(CO)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11363,COc1ccc(CCCC(=O)O)c(O)c1,COc1ccc(CCCC(=O)O)c(O)c1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14297,CC(C)CC1(CC(C)C)OC1C#N,CC(C)CC1(CC(C)C)OC1C#N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57401,CC(C)=CC(=O)c1ccccc1C,CC(C)=CC(=O)c1ccccc1C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61710,C=CCc1ccc(OCC(=O)CCl)c(OC)c1,C=CCc1ccc(OCC(=O)CCl)c(OC)c1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42914,O=C(O)CCC=Cc1cccs1,O=C(O)CCC=Cc1cccs1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12539,CC(C)(C(=O)O)C1(O)CCN(C(=O)OCc2ccccc2)CC1,CC(C)(C(=O)O)C1(O)CCN(C(=O)OCc2ccccc2)CC1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45603,O=C(C=Cc1ccccc1)N(O)c1ccc(Br)cc1,O=C(C=Cc1ccccc1)N(O)c1ccc(Br)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
909,OC(c1ccc(Br)cc1)C(O)c1ccc(Br)cc1,OC(c1ccc(Br)cc1)C(O)c1ccc(Br)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
20843,CC1(C)OCCC1CO,CC1(C)OCCC1CO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74225,CC(C)(C#Cc1cccc(F)c1)O[Si](C)(C)C,CC(C)(C#Cc1cccc(F)c1)O[Si](C)(C)C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30162,Cc1nc(O)nc(O)c1Oc1ccccc1,Cc1nc(O)nc(O)c1Oc1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36245,C=CC(=O)c1cc(Br)cc(OC)c1O,C=CC(=O)c1cc(Br)cc(OC)c1O,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39157,C=CCc1cccc(Br)c1C,C=CCc1cccc(Br)c1C,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15207,Fc1ccnn1C1CCCCO1,Fc1ccnn1C1CCCCO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1154,CCc1cc(C)c(Br)cc1Br,CCc1cc(C)c(Br)cc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46952,C=CCOc1ccccc1OCC(=O)Nc1ccccc1OC,C=CCOc1ccccc1OCC(=O)Nc1ccccc1OC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33198,CCOC(=O)C1(CO)CSC1,CCOC(=O)C1(CO)CSC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71936,C#CC(C)(C)N1CCC1,C#CC(C)(C)N1CCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7156,COC(=O)c1sc(Br)nc1Br,COC(=O)c1sc(Br)nc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47065,C=C(B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1,C=C(B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19042,Cc1ccc(S(=O)(=O)OCC2CO2)cc1,Cc1ccc(S(=O)(=O)OCC2CO2)cc1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45581,Clc1cncc(OCC=CCOc2cncc(Cl)c2)c1,Clc1cncc(OCC=CCOc2cncc(Cl)c2)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18421,BrCc1cccc2c1CCOC2,BrCc1cccc2c1CCOC2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30591,C=CCN(CC=C)C(=O)c1cccc(Cl)c1,C=CCN(CC=C)C(=O)c1cccc(Cl)c1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74290,CCC(=O)OCC#Cc1cccc(OC)c1,CCC(=O)OCC#Cc1cccc(OC)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45809,C=CC(F)(Cl)C(F)(F)Cl,C=CC(F)(Cl)C(F)(F)Cl,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19172,C1COCCNN1,C1COCCNN1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17533,CCOC(=O)C1C2CCCOC21,CCOC(=O)C1C2CCCOC21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25808,Oc1ccnc(O)c1Br,Oc1ccnc(O)c1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
75342,ClCC#CCSC1CCCC1,ClCC#CCSC1CCCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42210,CC(=O)C=Cc1ccc(O)c(Cl)c1,CC(=O)C=Cc1ccc(O)c(Cl)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28128,CC(C)(C)c1cc(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
21477,OCC1(c2ccccc2)CCOCC1,OCC1(c2ccccc2)CCOCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3988,FC(F)(F)c1c(Br)cc(S)cc1Br,FC(F)(F)c1c(Br)cc(S)cc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7375,FC(F)(F)Oc1c(Br)cccc1Br,FC(F)(F)Oc1c(Br)cccc1Br,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59263,CC(C)(C)NC(=O)C(O)=Cc1ccc(F)cc1,CC(C)(C)NC(=O)C(O)=Cc1ccc(F)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28592,CC(C)(O)c1cccc(CO)c1,CC(C)(O)c1cccc(CO)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45886,C=CCC(NC(=O)OC(C)(C)C)(C(=O)OCC)C(=O)OCC,C=CCC(NC(=O)OC(C)(C)C)(C(=O)OCC)C(=O)OCC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8725,O=C(O)C1(c2ccc(Br)cc2)CC(O)C1,O=C(O)C1(c2ccc(Br)cc2)CC(O)C1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,Sc1nc2cc(Br)cc(Br)c2o1,Sc1nc2cc(Br)cc(Br)c2o1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31066,C=CCOC(=O)OC(=O)OCC=C,C=CCOC(=O)OC(=O)OCC=C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38497,CC(=O)Nc1ccc(NC=C(C#N)S(=O)(=O)c2ccc(Cl)cc2)cc1,CC(=O)Nc1ccc(NC=C(C#N)S(=O)(=O)c2ccc(Cl)cc2)cc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74296,COc1cccc(C#CCC(C)O)c1,COc1cccc(C#CCC(C)O)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13720,CC1CN=C(N)O1,CC1CN=C(N)O1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62164,C=CCC1C(=O)CN(C(=O)OC(C)(C)C)C1C(=O)OC,C=CCC1C(=O)CN(C(=O)OC(C)(C)C)C1C(=O)OC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76712,CC(=O)OCC1CCC(=O)N1,CC(=O)OCC1CCC(=O)N1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
