,SMILES,smip_cand_mons,vinyl,epo,cOle,lactone,lactam,hydCOOH,aminCOOH,hindPhenol,cAnhyd,CO,HCHO,sfonediX,BzodiF,diepo,diCOOH,diol,diamin,diNCO,dicAnhyd,pridiamin,diol_b
14791,c1ccc(COCC2C(OCc3ccccc3)CC3OC32)cc1,c1ccc(COCC2C(OCc3ccccc3)CC3OC32)cc1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14792,NCC1=CCCCO1,NCC1=CCCCO1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14793,O=S(=O)(Cl)CC1=CCCCO1,O=S(=O)(Cl)CC1=CCCCO1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14794,ClC1CCCO1,ClC1CCCO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14795,Fc1cc(Br)cc(OCC2CO2)c1,Fc1cc(Br)cc(OCC2CO2)c1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14796,FC(F)C(F)(F)C1(F)OC1(F)F,FC(F)C(F)(F)C1(F)OC1(F)F,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14797,CC12CCC(C(=O)OC1=O)C2(C)C,CC12CCC(C(=O)OC1=O)C2(C)C,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14798,CC12CCC(C(N)=O)(OC1=O)C2(C)C,CC12CCC(C(N)=O)(OC1=O)C2(C)C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14799,COc1ccc(OCC2CO2)cc1,COc1ccc(OCC2CO2)cc1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14800,CCOC(=O)C1COC(C)=N1,CCOC(=O)C1COC(C)=N1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14801,CC1(CO)OC1c1ccccc1,CC1(CO)OC1c1ccccc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14802,CC1=NC(C(C)(C)C)CO1,CC1=NC(C(C)(C)C)CO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14803,NCC1CCCCO1,NCC1CCCCO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14804,CCCCCOCC1CO1,CCCCCOCC1CO1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14805,CC(=O)OC1COC(=O)C1,CC(=O)OC1COC(=O)C1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14806,CCCCCCOCC1CO1,CCCCCCOCC1CO1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14807,CCOC(=O)C1CCC(=O)O1,CCOC(=O)C1CCC(=O)O1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14808,CCC(=O)N1C(=S)OCC1C(C)C,CCC(=O)N1C(=S)OCC1C(C)C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14809,O=C1CCC(C(=O)Cl)O1,O=C1CCC(C(=O)Cl)O1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14810,O=C(c1ccccc1)C1OC1C(F)(F)F,O=C(c1ccccc1)C1OC1C(F)(F)F,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14811,CCOP(=O)(OCC)C(CCOC1CCCCO1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(CCOC1CCCCO1)P(=O)(OCC)OCC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14812,O=C1OC(=O)c2cscc21,O=C1OC(=O)c2cscc21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14813,CCOC(=O)c1ccccc1NC(=O)C1CCOCC1,CCOC(=O)c1ccccc1NC(=O)C1CCOCC1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14814,COc1ccc(C=CC(=O)N2CCOCC2)c(OC)c1,COc1ccc(C=CC(=O)N2CCOCC2)c(OC)c1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14815,CC(=O)Oc1ccc(C=C2N=C(C)OC2=O)cc1OC(C)=O,CC(=O)Oc1ccc(C=C2N=C(C)OC2=O)cc1OC(C)=O,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14816,CCCCCCCCCC(=O)OCC1CO1,CCCCCCCCCC(=O)OCC1CO1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14817,CCCCCCCC(=O)OCC1CO1,CCCCCCCC(=O)OCC1CO1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14818,CCCCCC(=O)OCC1CO1,CCCCCC(=O)OCC1CO1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14819,COC1CSC(CO)O1,COC1CSC(CO)O1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14820,CN1CC(=O)OC1=O,CN1CC(=O)OC1=O,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14821,CCOC(=O)C(C(=O)OCC)=C(C)COC1CCCCO1,CCOC(=O)C(C(=O)OCC)=C(C)COC1CCCCO1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
